nomes,idade,cidade,estado,cpf,cnpj,cpf_status,cnpj_status
tammy williams,43,ANGRA DOS REIS,RJ,24927450902,99679092009444,Válido,Válido
rachel woods,46,ACARI,RN,14796654607,61565321222023,Válido,Válido
angela padilla,63,ALTA FLORESTA D'OESTE,RO,03746384460,35203900560256,Válido,Válido
april zamora,55,AMAJARI,RR,99843240529,86078529320300,Válido,Válido
leslie velazquez,54,ACEGUÁ,RS,96817725127,05509980203360,Válido,Válido
michael pittman,86,ABDON BATISTA,SC,99175054744,19746149387128,Válido,Válido
amy moore,20,AMPARO DE SÃO FRANCISCO,SE,00861805330,87646379371171,Válido,Válido
jeffrey williams,44,ADAMANTINA,SP,72322690210,30094977966781,Válido,Válido
christine adams,42,ABREULÂNDIA,TO,41307824447,07394239971650,Válido,Válido
kevin johnson,39,ACRELÂNDIA,AC,36256878523,85570678433352,Válido,Válido
trevor tyler,74,ÁGUA BRANCA,AL,86484891052,18806164354814,Válido,Válido
william bender,47,ALVARÃES,AM,54257960213,75696887729080,Válido,Válido
regina jones,78,SERRA DO NAVIO,AP,48559394206,54104588426729,Válido,Válido
pamela hill,29,ABAÍRA,BA,19716158033,11666762557819,Válido,Válido
manuel james,60,ABAIARA,CE,33384473027,11465615437630,Válido,Válido
kevin shelton,57,Brasília,DF,79752149146,94144197723021,Válido,Válido
natalie hawkins,69,AFONSO CLÁUDIO,ES,94422817124,25919822030785,Válido,Válido
nicole lee,45,ABADIA DE GOIÁS,GO,39446037379,26519998404130,Válido,Válido
jamie jackson,35,AÇAILÂNDIA,MA,20869798510,89070454607500,Válido,Válido
jamie coleman,38,ABADIA DOS DOURADOS,MG,57658651435,02106345324303,Válido,Válido
connie suarez,32,ÁGUA CLARA,MS,37729634554,63091560590757,Válido,Válido
karen charles,50,ACORIZAL,MT,64620212849,91966805947449,Válido,Válido
kimberly harrison,21,ABAETETUBA,PA,04288427550,25702895591909,Válido,Válido
tina carroll,79,ÁGUA BRANCA,PB,11265912467,71098794961167,Válido,Válido
tara cobb,81,ABREU E LIMA,PE,61829757768,43195290328311,Válido,Válido
charles griffin,38,ACAUÃ,PI,30125084498,76426662339952,Válido,Válido
jacqueline graves,72,ABATIÁ,PR,87402309029,83394320161293,Válido,Válido
thomas thomas,87,ANGRA DOS REIS,RJ,16873091839,87186376297024,Válido,Válido
mark bond,76,ACARI,RN,48018300640,06660649080046,Válido,Válido
traci sandoval,63,ALTA FLORESTA D'OESTE,RO,84619880604,53134531315045,Válido,Válido
kevin brown,86,AMAJARI,RR,53216224422,47855736763605,Válido,Válido
alexander colon,39,ACEGUÁ,RS,74639509219,22015771916424,Válido,Válido
daniel sanders,54,ABDON BATISTA,SC,92380097674,76074457217195,Válido,Válido
mathew rodriguez,28,AMPARO DE SÃO FRANCISCO,SE,40011956909,42846243376306,Válido,Válido
barbara bell,55,ADAMANTINA,SP,33636273353,90531455736130,Válido,Válido
jessica kent,62,ABREULÂNDIA,TO,55713977722,16489461685536,Válido,Válido
debra lane,69,ACRELÂNDIA,AC,33061934537,41694819460184,Válido,Válido
robert johnston,83,ÁGUA BRANCA,AL,57454827292,45109216754629,Válido,Válido
lydia williams,66,ALVARÃES,AM,26130390947,73021359863079,Válido,Válido
ronald little,60,SERRA DO NAVIO,AP,88218593632,29064171657203,Válido,Válido
stephanie young,62,ABAÍRA,BA,39974946816,95981150042304,Válido,Válido
tara riley,48,ABAIARA,CE,59328193400,25954522503651,Válido,Válido
ryan preston,36,Brasília,DF,80574046631,83368062462203,Válido,Válido
michael christian,45,AFONSO CLÁUDIO,ES,82888979241,66064835399458,Válido,Válido
april salazar,45,ABADIA DE GOIÁS,GO,77086557226,46317837696440,Válido,Válido
james brown,31,AÇAILÂNDIA,MA,91868412890,85944196253090,Válido,Válido
richard preston,45,ABADIA DOS DOURADOS,MG,02217228234,46338625036350,Válido,Válido
steven taylor,50,ÁGUA CLARA,MS,31770473327,09391226433910,Válido,Válido
james bowman,73,ACORIZAL,MT,28030144083,68944314182780,Válido,Válido
janet wells,40,ABAETETUBA,PA,19882242090,39244352301160,Válido,Válido
shirley yu,25,ÁGUA BRANCA,PB,70826748058,35537779084405,Válido,Válido
jordan green,50,ABREU E LIMA,PE,97180199010,57691065623897,Válido,Válido
matthew lewis,62,ACAUÃ,PI,33893657967,91982318708483,Válido,Válido
ashley arnold,77,ABATIÁ,PR,73455202420,79670088863573,Válido,Válido
julia stuart,88,ANGRA DOS REIS,RJ,92071769473,53437923646276,Válido,Válido
dawn kaiser,67,ACARI,RN,04055731116,88314822189703,Válido,Válido
joseph ortiz,25,ALTA FLORESTA D'OESTE,RO,41536055905,93156030760053,Válido,Válido
kelly briggs,69,AMAJARI,RR,57810424076,37672887715009,Válido,Válido
rebecca freeman,47,ACEGUÁ,RS,02536830179,56762171606507,Válido,Válido
joe hampton,57,ABDON BATISTA,SC,81282366874,00116292713196,Válido,Válido
guy smith,70,AMPARO DE SÃO FRANCISCO,SE,94433842486,60300501410950,Válido,Válido
kyle hawkins,86,ADAMANTINA,SP,23284319840,34008918248818,Válido,Válido
crystal summers,76,ABREULÂNDIA,TO,18444183750,41568456265192,Válido,Válido
april castaneda,49,ACRELÂNDIA,AC,28534305617,32879957164173,Válido,Válido
eric newman,50,ÁGUA BRANCA,AL,32795773309,98786319789485,Válido,Válido
amy dominguez,66,ALVARÃES,AM,82320642005,20597290121322,Válido,Válido
wesley garcia,65,SERRA DO NAVIO,AP,50036467120,21936818078890,Válido,Válido
rebecca flynn,22,ABAÍRA,BA,96996223695,67564529265595,Válido,Válido
cameron banks,53,ABAIARA,CE,58942928242,13841869052763,Válido,Válido
kathy gomez,65,Brasília,DF,55030780394,55610315021140,Válido,Válido
eugene martin,27,AFONSO CLÁUDIO,ES,09740974031,66054064184055,Válido,Válido
kelly navarro,64,ABADIA DE GOIÁS,GO,94954135915,56049994600702,Válido,Válido
johnny moore,43,AÇAILÂNDIA,MA,14097326902,44531077102918,Válido,Válido
christopher arnold,66,ABADIA DOS DOURADOS,MG,48621356171,60449584932052,Válido,Válido
andrew townsend,35,ÁGUA CLARA,MS,80153080116,69132620942682,Válido,Válido
katie cruz,90,ACORIZAL,MT,15924299392,87653203487951,Válido,Válido
christopher williams,69,ABAETETUBA,PA,58534815763,24573386248131,Válido,Válido
maria newman,60,ÁGUA BRANCA,PB,20332076849,73898212476106,Válido,Válido
william casey,58,ABREU E LIMA,PE,46772273494,36228326754880,Válido,Válido
cynthia hughes,46,ACAUÃ,PI,45683631793,18365310527343,Válido,Válido
douglas pugh,57,ABATIÁ,PR,42954392746,17621375571241,Válido,Válido
nina robertson,85,ANGRA DOS REIS,RJ,76453719436,56867297995259,Válido,Válido
herbert wood,39,ACARI,RN,58049634655,25239783954608,Válido,Válido
matthew fry,35,ALTA FLORESTA D'OESTE,RO,71882601920,82853920740820,Válido,Válido
lindsay kelly,61,AMAJARI,RR,78906058039,92364821467139,Válido,Válido
tommy glover,88,ACEGUÁ,RS,44958719350,69656302187430,Válido,Válido
ann harvey,18,ABDON BATISTA,SC,19170053189,44316272877838,Válido,Válido
daniel king,50,AMPARO DE SÃO FRANCISCO,SE,84606294906,84837042833971,Válido,Válido
katelyn garcia,29,ADAMANTINA,SP,05147394524,06530094752725,Válido,Válido
jennifer lam,85,ABREULÂNDIA,TO,73708348591,89580344384000,Válido,Válido
mitchell greene,46,ACRELÂNDIA,AC,67387239541,70281487541295,Válido,Válido
edward gibbs,26,ÁGUA BRANCA,AL,79199540371,28759336986863,Válido,Válido
mary myers,57,ALVARÃES,AM,52748331877,99851815858693,Válido,Válido
joshua le,42,SERRA DO NAVIO,AP,69286114486,05014025122948,Válido,Válido
rebecca jones,26,ABAÍRA,BA,39448362781,43873799050580,Válido,Válido
nicole rivera,49,ABAIARA,CE,59278870153,89947605715881,Válido,Válido
amanda rose,67,Brasília,DF,27071524394,73987173761233,Válido,Válido
deborah adams,26,AFONSO CLÁUDIO,ES,77698605205,57882782447216,Válido,Válido
shelley landry,81,ABADIA DE GOIÁS,GO,80440921023,43915489752268,Válido,Válido
david miller,42,AÇAILÂNDIA,MA,10779085124,62975083365106,Válido,Válido
jacqueline becker,22,ABADIA DOS DOURADOS,MG,68592809720,34945906612309,Válido,Válido
deborah hayes,55,ÁGUA CLARA,MS,48667760722,66705092427419,Válido,Válido
kenneth whitney,83,ACORIZAL,MT,41424897556,55441064546007,Válido,Válido
mackenzie aguilar,46,ABAETETUBA,PA,78938546934,75994236853915,Válido,Válido
brandi brown,57,ÁGUA BRANCA,PB,72442817730,28092688168625,Válido,Válido
christina rivera,44,ABREU E LIMA,PE,21831712199,50907365461307,Válido,Válido
jason johnson,22,ACAUÃ,PI,18989968739,62318343251744,Válido,Válido
samuel vargas,25,ABATIÁ,PR,89531858233,22209708710138,Válido,Válido
tiffany lopez,35,ANGRA DOS REIS,RJ,57370184749,35398417595906,Válido,Válido
richard hanson,57,ACARI,RN,67338358869,09798132774792,Válido,Válido
teresa thornton,21,ALTA FLORESTA D'OESTE,RO,76174376095,87976564913547,Válido,Válido
margaret gonzalez,26,AMAJARI,RR,15840714941,21276362184728,Válido,Válido
david baker,36,ACEGUÁ,RS,24438867436,72100501887619,Válido,Válido
andrea robertson,24,ABDON BATISTA,SC,38233737062,19727911440704,Válido,Válido
sandy ellis,24,AMPARO DE SÃO FRANCISCO,SE,18961541072,01996701538136,Válido,Válido
albert padilla,34,ADAMANTINA,SP,19367289073,90383488752038,Válido,Válido
carolyn adkins,43,ABREULÂNDIA,TO,88230160023,95617515152839,Válido,Válido
eric montgomery,43,ACRELÂNDIA,AC,33355793132,34626106750540,Válido,Válido
melissa miller,34,ÁGUA BRANCA,AL,29079729523,23147828256304,Válido,Válido
jennifer parker,25,ALVARÃES,AM,85616479063,50127115128930,Válido,Válido
riley gonzalez,41,SERRA DO NAVIO,AP,20332484963,47492554460037,Válido,Válido
angela brown,53,ABAÍRA,BA,02414718005,69099650797529,Válido,Válido
samuel ritter,85,ABAIARA,CE,68481456535,32135582761577,Válido,Válido
debbie coleman,87,Brasília,DF,96946544676,49627224154696,Válido,Válido
kelly edwards,77,AFONSO CLÁUDIO,ES,75635636284,47649611385160,Válido,Válido
kelsey little,74,ABADIA DE GOIÁS,GO,19819741645,52078249890801,Válido,Válido
richard garner,83,AÇAILÂNDIA,MA,02146153911,71856580075170,Válido,Válido
vincent burton,81,ABADIA DOS DOURADOS,MG,91823150004,83575157357593,Válido,Válido
caitlin smith,29,ÁGUA CLARA,MS,81020445009,08541111230465,Válido,Válido
seth stein,38,ACORIZAL,MT,21859567282,11898349846997,Válido,Válido
tiffany romero,30,ABAETETUBA,PA,97446202181,34604999823422,Válido,Válido
rachel smith,55,ÁGUA BRANCA,PB,03515011692,59170442941730,Válido,Válido
doris hays,76,ABREU E LIMA,PE,75181595383,67327936319697,Válido,Válido
steven conrad,31,ACAUÃ,PI,84438117739,07801845907988,Válido,Válido
zachary perez,50,ABATIÁ,PR,34698847060,38451590748405,Válido,Válido
brent villanueva,58,ANGRA DOS REIS,RJ,95178972198,66648240779943,Válido,Válido
melinda marshall,75,ACARI,RN,65028848220,01471825949319,Válido,Válido
alicia poole,79,ALTA FLORESTA D'OESTE,RO,58711614722,52961570474607,Válido,Válido
matthew coffey,18,AMAJARI,RR,82682052029,04712141735554,Válido,Válido
sarah hopkins,48,ACEGUÁ,RS,94572116938,26753320687667,Válido,Válido
stephen brown,23,ABDON BATISTA,SC,39290754079,24049316801066,Válido,Válido
yolanda ellis,48,AMPARO DE SÃO FRANCISCO,SE,59627357731,56686264317808,Válido,Válido
hector horne,25,ADAMANTINA,SP,36604049183,00516090429093,Válido,Válido
amanda anderson,55,ABREULÂNDIA,TO,57010653917,95256680544050,Válido,Válido
madeline wells,42,ACRELÂNDIA,AC,40706541006,55373060940195,Válido,Válido
jeffrey johnson,53,ÁGUA BRANCA,AL,19747169533,37069444130801,Válido,Válido
kirk fuller,35,ALVARÃES,AM,63313005039,71792013214660,Válido,Válido
david green,72,SERRA DO NAVIO,AP,48876565809,87884524295383,Válido,Válido
ricky curtis,90,ABAÍRA,BA,13888447615,17969686216480,Válido,Válido
christopher carrillo,80,ABAIARA,CE,33880218722,68447576755446,Válido,Válido
jennifer hutchinson,36,Brasília,DF,43064132687,06749541659014,Válido,Válido
aaron white,53,AFONSO CLÁUDIO,ES,37658711250,12755245448320,Válido,Válido
amy cannon,50,ABADIA DE GOIÁS,GO,59994274368,38568280533355,Válido,Válido
colleen wilkins,22,AÇAILÂNDIA,MA,10215348893,22289224840279,Válido,Válido
jenna bowen,66,ABADIA DOS DOURADOS,MG,49331023090,06945828346585,Válido,Válido
kyle walker,68,ÁGUA CLARA,MS,78495216256,42199242299649,Válido,Válido
anne douglas,66,ACORIZAL,MT,77069159307,50598114109678,Válido,Válido
rhonda barry,76,ABAETETUBA,PA,99577477704,57310278257701,Válido,Válido
andres roman,57,ÁGUA BRANCA,PB,92610525338,84593899987443,Válido,Válido
barbara ortiz,81,ABREU E LIMA,PE,91973695278,45859251809583,Válido,Válido
christina villanueva,73,ACAUÃ,PI,14452288316,75171225234526,Válido,Válido
christy martinez,87,ABATIÁ,PR,57441726026,56168923572415,Válido,Válido
sarah garcia,48,ANGRA DOS REIS,RJ,39767325670,53872050199533,Válido,Válido
haley hernandez,90,ACARI,RN,42987128266,74315251965806,Válido,Válido
chad mccann,28,ALTA FLORESTA D'OESTE,RO,97055902738,92607911702048,Válido,Válido
william young,85,AMAJARI,RR,66185789655,65573482154502,Válido,Válido
donna jones,85,ACEGUÁ,RS,55211467841,62784641632367,Válido,Válido
sandra santana,50,ABDON BATISTA,SC,37993862116,70300662203519,Válido,Válido
craig stephens,88,AMPARO DE SÃO FRANCISCO,SE,47948243860,95445012183206,Válido,Válido
christopher benitez,79,ADAMANTINA,SP,95509978392,82862304592038,Válido,Válido
drew evans,68,ABREULÂNDIA,TO,44727131951,25396849976553,Válido,Válido
jeremy brown,87,ACRELÂNDIA,AC,49699219700,51386606976897,Válido,Válido
kathleen le,54,ÁGUA BRANCA,AL,52147274453,59855084709049,Válido,Válido
jessica aguilar,72,ALVARÃES,AM,30657675385,18817382301491,Válido,Válido
laurie garcia,62,SERRA DO NAVIO,AP,82375336828,35131606673218,Válido,Válido
michele richardson,54,ABAÍRA,BA,18008260017,56234365415343,Válido,Válido
cynthia hart,21,ABAIARA,CE,89479793849,37907081710913,Válido,Válido
laura brown,43,Brasília,DF,96899073951,60789535158924,Válido,Válido
taylor hill,44,AFONSO CLÁUDIO,ES,81572217065,54745407149995,Válido,Válido
jared rodriguez,44,ABADIA DE GOIÁS,GO,64126805001,94282847286100,Válido,Válido
charles cross,72,AÇAILÂNDIA,MA,72391284829,79629550226017,Válido,Válido
jessica morris,53,ABADIA DOS DOURADOS,MG,74082590587,87353618872226,Válido,Válido
kevin johnson,73,ÁGUA CLARA,MS,77945192769,88288055470404,Válido,Válido
jonathan ortiz,51,ACORIZAL,MT,50695050095,41013557409387,Válido,Válido
heather kelley,60,ABAETETUBA,PA,70605658331,25759333411502,Válido,Válido
steven johnson,70,ÁGUA BRANCA,PB,08268171227,37042896233445,Válido,Válido
brooke joseph,31,ABREU E LIMA,PE,03273549840,14844812632515,Válido,Válido
corey fox,87,ACAUÃ,PI,95664672579,50446896089505,Válido,Válido
janet montgomery,54,ABATIÁ,PR,94895319873,55285580250638,Válido,Válido
michelle rogers,28,ANGRA DOS REIS,RJ,62358527629,09136656822895,Válido,Válido
shannon leonard,23,ACARI,RN,69154494770,36879767756705,Válido,Válido
cheyenne taylor,39,ALTA FLORESTA D'OESTE,RO,35378362105,78800509236819,Válido,Válido
evan stone,50,AMAJARI,RR,59358116005,41787992135056,Válido,Válido
angela johnson,34,ACEGUÁ,RS,54716277410,37920623708900,Válido,Válido
lawrence schneider,84,ABDON BATISTA,SC,69381747504,00942603944224,Válido,Válido
nancy gray,45,AMPARO DE SÃO FRANCISCO,SE,65437614403,95989479080744,Válido,Válido
jeffrey weber,84,ADAMANTINA,SP,98344120969,39791908296704,Válido,Válido
aaron foster,26,ABREULÂNDIA,TO,53807743693,11444659604849,Válido,Válido
steven perez,45,ACRELÂNDIA,AC,90030736781,96873209123567,Válido,Válido
amber collins,65,ÁGUA BRANCA,AL,86044842720,43739227661570,Válido,Válido
diana robbins,49,ALVARÃES,AM,56880108199,47284454679718,Válido,Válido
lisa oconnor,69,SERRA DO NAVIO,AP,61769144773,13650575353878,Válido,Válido
brenda thompson,41,ABAÍRA,BA,44077097312,20495012729966,Válido,Válido
james mitchell,41,ABAIARA,CE,48435501590,27142090917846,Válido,Válido
yvette cruz,47,Brasília,DF,79227312803,29003764581093,Válido,Válido
paige maxwell,34,AFONSO CLÁUDIO,ES,53334565343,80451135118618,Válido,Válido
cheryl wong,88,ABADIA DE GOIÁS,GO,82332413260,05340909816811,Válido,Válido
lisa thomas,64,AÇAILÂNDIA,MA,48168750420,81957555804154,Válido,Válido
edward perry,84,ABADIA DOS DOURADOS,MG,57575439811,28359590597894,Válido,Válido
hannah orozco,73,ÁGUA CLARA,MS,06300073300,16240400029781,Válido,Válido
robin murphy,34,ACORIZAL,MT,44203692300,42412665233840,Válido,Válido
brian hayes,41,ABAETETUBA,PA,08448912152,68890572335064,Válido,Válido
gary hernandez,20,ÁGUA BRANCA,PB,97433165827,88405657795603,Válido,Válido
thomas martinez,39,ABREU E LIMA,PE,35079474637,69992162920178,Válido,Válido
anthony ferrell,70,ACAUÃ,PI,17377898410,04339796186169,Válido,Válido
erica lester,81,ABATIÁ,PR,27422627255,11207291014321,Válido,Válido
rachel porter,84,ANGRA DOS REIS,RJ,99767862390,19920943271431,Válido,Válido
andrew miller,70,ACARI,RN,74033450297,46052929474892,Válido,Válido
alexandra nguyen,28,ALTA FLORESTA D'OESTE,RO,35853487698,00531147434108,Válido,Válido
jeffrey lee,65,AMAJARI,RR,93623668788,34119604403707,Válido,Válido
hailey fields,52,ACEGUÁ,RS,44744425046,07442760300673,Válido,Válido
richard perez,44,ABDON BATISTA,SC,80013042998,55556862684541,Válido,Válido
elizabeth torres,33,AMPARO DE SÃO FRANCISCO,SE,80581397347,38696379864797,Válido,Válido
jonathan humphrey,71,ADAMANTINA,SP,65731194360,99243686862330,Válido,Válido
scott phillips,28,ABREULÂNDIA,TO,99113272560,07081708755393,Válido,Válido
dale miller,64,ACRELÂNDIA,AC,38846465164,09010774057102,Válido,Válido
michelle parker,31,ÁGUA BRANCA,AL,16701017118,51206739152610,Válido,Válido
mark tran,63,ALVARÃES,AM,57791013029,66549776373107,Válido,Válido
charles ray,32,SERRA DO NAVIO,AP,28328617412,65548623736900,Válido,Válido
jennifer reid,59,ABAÍRA,BA,48019614524,50893251351762,Válido,Válido
melissa moore,82,ABAIARA,CE,33566792608,56767623604249,Válido,Válido
jerry cochran,77,Brasília,DF,24300012504,02856933256334,Válido,Válido
ashley smith,83,AFONSO CLÁUDIO,ES,26607683401,17665633352905,Válido,Válido
melissa rivera,83,ABADIA DE GOIÁS,GO,63451191482,59371945677227,Válido,Válido
dale davis,55,AÇAILÂNDIA,MA,24861384710,60707070490529,Válido,Válido
brian brown,49,ABADIA DOS DOURADOS,MG,11751496244,50387498899559,Válido,Válido
michael ruiz,89,ÁGUA CLARA,MS,56481867380,17717135856320,Válido,Válido
dakota chase,74,ACORIZAL,MT,18596338624,89517836875976,Válido,Válido
kimberly price,67,ABAETETUBA,PA,70723892296,49525804755080,Válido,Válido
james wilson,20,ÁGUA BRANCA,PB,54413414322,56291230412990,Válido,Válido
lindsey gonzalez,48,ABREU E LIMA,PE,78377841460,66555126135907,Válido,Válido
nathan johnson,48,ACAUÃ,PI,57072180257,80025147888443,Válido,Válido
kyle jackson,60,ABATIÁ,PR,93673198270,18571927479590,Válido,Válido
anthony robinson,80,ANGRA DOS REIS,RJ,19668311884,27308517183775,Válido,Válido
larry payne,28,ACARI,RN,90517535432,40954039370768,Válido,Válido
james hernandez,57,ALTA FLORESTA D'OESTE,RO,53341413162,57858605998772,Válido,Válido
adam ball,53,AMAJARI,RR,80696507455,29829145145074,Válido,Válido
karen bush,79,ACEGUÁ,RS,81780306598,30751049478942,Válido,Válido
amanda greer,85,ABDON BATISTA,SC,80646013980,08924281798891,Válido,Válido
robert murphy,52,AMPARO DE SÃO FRANCISCO,SE,34498225783,44107149404151,Válido,Válido
andrew jordan,80,ADAMANTINA,SP,83674142171,08677246764597,Válido,Válido
jessica graham,77,ABREULÂNDIA,TO,09411787061,80198217251190,Válido,Válido
christopher sharp,41,ACRELÂNDIA,AC,01182671918,45783652943813,Válido,Válido
mary sexton,75,ÁGUA BRANCA,AL,62997407796,35443537325751,Válido,Válido
annette wade,35,ALVARÃES,AM,37380324608,32118859920538,Válido,Válido
russell campbell,37,SERRA DO NAVIO,AP,05472120209,24731057492323,Válido,Válido
gloria johnson,22,ABAÍRA,BA,30040891739,58220588564200,Válido,Válido
jody rogers,23,ABAIARA,CE,60228711584,69823509712475,Válido,Válido
heidi dougherty,64,Brasília,DF,62671161077,97998023147943,Válido,Válido
charles hines,19,AFONSO CLÁUDIO,ES,12832556930,22497735428059,Válido,Válido
richard roberts,59,ABADIA DE GOIÁS,GO,11808479700,88613495827142,Válido,Válido
michael maldonado,88,AÇAILÂNDIA,MA,26834963111,62184345479110,Válido,Válido
ryan hull,90,ABADIA DOS DOURADOS,MG,26499846198,46272222814234,Válido,Válido
joseph alexander,29,ÁGUA CLARA,MS,57711702400,79876003363378,Válido,Válido
nicholas haney,75,ACORIZAL,MT,26260705301,59502684355892,Válido,Válido
cheryl irwin,71,ABAETETUBA,PA,48946440619,62384739156100,Válido,Válido
angela moody,49,ÁGUA BRANCA,PB,78236772101,25891423819047,Válido,Válido
tracy davila,31,ABREU E LIMA,PE,51998828727,17317361955568,Válido,Válido
charles finley,62,ACAUÃ,PI,78216198094,09973979576298,Válido,Válido
jasmine bowman,47,ABATIÁ,PR,67805497117,02339403695746,Válido,Válido
matthew villegas,43,ANGRA DOS REIS,RJ,32679259084,93641392994707,Válido,Válido
david james,66,ACARI,RN,44474036417,43036457258336,Válido,Válido
deborah stone,30,ALTA FLORESTA D'OESTE,RO,96971390830,54644147871950,Válido,Válido
james johnson,60,AMAJARI,RR,84708825978,96340719178209,Válido,Válido
david garcia,51,ACEGUÁ,RS,88158212018,07354078119630,Válido,Válido
michael henderson,19,ABDON BATISTA,SC,86183363600,06971542400706,Válido,Válido
melissa valdez,42,AMPARO DE SÃO FRANCISCO,SE,48990089379,27998983583230,Válido,Válido
annette schaefer,32,ADAMANTINA,SP,98812406890,17261034041408,Válido,Válido
gina miller,45,ABREULÂNDIA,TO,87389204257,10491330123932,Válido,Válido
susan hall,82,ACRELÂNDIA,AC,93810388807,88943482337630,Válido,Válido
rachel hernandez,51,ÁGUA BRANCA,AL,02928232745,70627115112580,Válido,Válido
rita thomas,80,ALVARÃES,AM,08134121616,36923454519250,Válido,Válido
christina white,76,SERRA DO NAVIO,AP,82987287933,74651064539292,Válido,Válido
ryan lawson,23,ABAÍRA,BA,02075655545,17773110828219,Válido,Válido
rachel thompson,55,ABAIARA,CE,75240644110,68915336124518,Válido,Válido
shannon taylor,59,Brasília,DF,10134295919,61855881125246,Válido,Válido
mathew mcintyre,20,AFONSO CLÁUDIO,ES,42325487180,47387809334985,Válido,Válido
alexandra edwards,61,ABADIA DE GOIÁS,GO,10792293703,82153342254396,Válido,Válido
kristine diaz,19,AÇAILÂNDIA,MA,63306307041,21952009733838,Válido,Válido
david bell,39,ABADIA DOS DOURADOS,MG,71348550660,78558946022800,Válido,Válido
elizabeth brown,61,ÁGUA CLARA,MS,84090742811,34023925547888,Válido,Válido
angela alvarado,81,ACORIZAL,MT,15329728495,34089050846644,Válido,Válido
sonia sullivan,31,ABAETETUBA,PA,49083685705,35597603495317,Válido,Válido
cassandra phelps,85,ÁGUA BRANCA,PB,82132041903,53623519792005,Válido,Válido
denise lin,20,ABREU E LIMA,PE,19902624065,17709881561224,Válido,Válido
travis green,42,ACAUÃ,PI,77975068330,36738756450380,Válido,Válido
amanda bridges,47,ABATIÁ,PR,36449626267,03034010628682,Válido,Válido
jon pope,88,ANGRA DOS REIS,RJ,48676602050,33156944719882,Válido,Válido
olivia hill,45,ACARI,RN,07088019272,43271783173098,Válido,Válido
donald hernandez,44,ALTA FLORESTA D'OESTE,RO,90130590312,25187827255843,Válido,Válido
jason townsend,31,AMAJARI,RR,60648953220,17747258206954,Válido,Válido
casey miller,81,ACEGUÁ,RS,09226685150,37239749273682,Válido,Válido
rachel zuniga,85,ABDON BATISTA,SC,76562648840,58883529032465,Válido,Válido
april morris,82,AMPARO DE SÃO FRANCISCO,SE,41167925009,95542326544505,Válido,Válido
matthew hawkins,61,ADAMANTINA,SP,92419305787,63984522538306,Válido,Válido
mary powell,28,ABREULÂNDIA,TO,59916919755,75694924573843,Válido,Válido
rebecca adams,87,ACRELÂNDIA,AC,99622213669,96620268562284,Válido,Válido
garrett fitzgerald,83,ÁGUA BRANCA,AL,78072753088,53824441274207,Válido,Válido
april ho,55,ALVARÃES,AM,59281486660,41560690276370,Válido,Válido
madeline collier,20,SERRA DO NAVIO,AP,54535960666,08089181136592,Válido,Válido
julia fisher,76,ABAÍRA,BA,26225610839,90066612725735,Válido,Válido
george spears,22,ABAIARA,CE,49612004501,64082653611378,Válido,Válido
alan knight,25,Brasília,DF,12518990801,45028508379950,Válido,Válido
crystal harris,45,AFONSO CLÁUDIO,ES,44026072800,07503279151890,Válido,Válido
jeffery morris,62,ABADIA DE GOIÁS,GO,80376830280,19901071201091,Válido,Válido
william thomas,69,AÇAILÂNDIA,MA,59226507775,79522707648428,Válido,Válido
courtney farrell,89,ABADIA DOS DOURADOS,MG,08386799609,66331457645996,Válido,Válido
lauren cox,75,ÁGUA CLARA,MS,45186710156,54482298562736,Válido,Válido
christopher garza,24,ACORIZAL,MT,74975408317,47963686006200,Válido,Válido
alex davis,39,ABAETETUBA,PA,51217051660,80562641315161,Válido,Válido
diana reese,36,ÁGUA BRANCA,PB,03594606660,65999809543835,Válido,Válido
lauren smith,43,ABREU E LIMA,PE,80836239032,36308262716730,Válido,Válido
emily lewis,35,ACAUÃ,PI,58649261671,20058181648939,Válido,Válido
adam sharp,58,ABATIÁ,PR,98152239500,56673154677182,Válido,Válido
lisa mejia,37,ANGRA DOS REIS,RJ,62697660526,01138725555326,Válido,Válido
brandon henderson,37,ACARI,RN,66234993427,65423027445258,Válido,Válido
aaron gonzalez,46,ALTA FLORESTA D'OESTE,RO,13174525420,14094756584390,Válido,Válido
olivia smith,54,AMAJARI,RR,82739222190,07921692597539,Válido,Válido
troy perez,65,ACEGUÁ,RS,70832695130,94460859119523,Válido,Válido
jason schwartz,63,ABDON BATISTA,SC,34271974684,68131835771978,Válido,Válido
kimberly smith,49,AMPARO DE SÃO FRANCISCO,SE,63495600515,81162174751204,Válido,Válido
michael parker,59,ADAMANTINA,SP,66114594215,36012407111760,Válido,Válido
jasmine thomas,41,ABREULÂNDIA,TO,78049353745,76712910900070,Válido,Válido
william oliver,86,ACRELÂNDIA,AC,02029935824,98988616047342,Válido,Válido
daniel paul,68,ÁGUA BRANCA,AL,90609800930,99805206353237,Válido,Válido
katelyn miller,24,ALVARÃES,AM,38809642627,16068314807612,Válido,Válido
matthew robinson,83,SERRA DO NAVIO,AP,25336889326,82993032738581,Válido,Válido
kathryn nelson,19,ABAÍRA,BA,81274528402,94702430639094,Válido,Válido
jennifer arnold,83,ABAIARA,CE,64842763159,53283205352388,Válido,Válido
timothy meyers,69,Brasília,DF,51083449028,03103354665470,Válido,Válido
john evans,65,AFONSO CLÁUDIO,ES,08742446414,71906963800993,Válido,Válido
